0		0.35
0.018000	0.335235
0.027000	0.328913
0.036000	0.323909
0.045000	0.319821
0.054000	0.316384
0.063000	0.313428
0.072000	0.310842
0.081000	0.308546
0.090000	0.306485
0.099000	0.304617
0.108000	0.302910
0.117000	0.301341
0.126000	0.299890
0.135000	0.298541
0.144000	0.297281
0.153000	0.296101
0.162000	0.294992
0.171000	0.293946
0.180000	0.292958
0.189000	0.292021
0.198000	0.291132
0.207000	0.290286
0.216000	0.289481
0.225000	0.288713
0.234000	0.287980
0.243000	0.287280
0.252000	0.286614
0.261000	0.285994
0.270000	0.285400
0.279000	0.284832
0.288000	0.284289
0.297000	0.283769
0.306000	0.283272
0.315000	0.282796
0.324000	0.282342
0.333000	0.281908
0.342000	0.281495
0.351000	0.281101
0.360000	0.280726
0.369000	0.280370
0.378000	0.280033
0.387000	0.279715
0.396000	0.279414
0.405000	0.279133
0.414000	0.278869
0.423000	0.278624
0.432000	0.278398
0.441000	0.278190
0.450000	0.278001
0.459000	0.277831
0.468000	0.277680
0.477000	0.277549
0.486000	0.277438
0.495000	0.277348
0.504000	0.277278
0.513000	0.277230
0.522000	0.277204
0.531000	0.277200
0.540000	0.277220
0.549000	0.277264
0.558000	0.277333
0.567000	0.277428
0.576000	0.277550
0.585000	0.277700
0.594000	0.277879
0.603000	0.278075
0.612000	0.278277
0.621000	0.278513
0.630000	0.278784
0.639000	0.279090
0.648000	0.279436
0.657000	0.280239
0.666000	0.281130
0.675000	0.282058
0.684000	0.283019
0.693000	0.284010
0.702000	0.285027
0.711000	0.286068
0.720000	0.287136
0.729000	0.288235
0.738000	0.289349
0.747000	0.290476
0.756000	0.291615
0.765000	0.292764
0.774000	0.293920
0.783000	0.295084
0.792000	0.296252
0.801000	0.297425
0.810000	0.298594
0.819000	0.299756
0.828000	0.300910
0.837000	0.302054
0.846000	0.303188
0.855000	0.304314
0.864000	0.305982
0.873000	0.308294
0.882000	0.311347
0.891000	0.315000
0.900000	0.319252
